"","GO","Pvalue","OddsRatio","ExpCount","Count","Size","Term","ontology"
"755","GO:0031343",0.09488092733633,2.46070221830469,7.05850159011907,10,14,"positive regulation of cell killing","BP"
"756","GO:0032526",0.09488092733633,2.46070221830469,7.05850159011907,10,14,"response to retinoic acid","BP"
"757","GO:0042307",0.09488092733633,2.46070221830469,7.05850159011907,10,14,"positive regulation of protein import into nucleus","BP"
"758","GO:0032446",0.0967076701466848,1.32146412332858,51.930404555876,59,103,"protein modification by small protein conjugation","BP"
"759","GO:0030218",0.099123125511748,1.77480848556276,14.1067436523799,18,28,"erythrocyte differentiation","BP"
"760","GO:0042633",0.0998042297708289,1.77220179438153,14.1170031802381,18,28,"hair cycle","BP"
"761","GO:0003700",9.59869939687834e-34,2.43658634165575,428.224591280654,597,851,"transcription factor activity","MF"
"762","GO:0043565",8.33014222799128e-30,2.90668224183233,267.485654065815,393,531,"sequence-specific DNA binding","MF"
"763","GO:0005509",3.11347084014098e-12,1.62512640545729,445.809423443024,545,885,"calcium ion binding","MF"
"764","GO:0003779",1.45863517228959e-10,2.3155405905024,128.273570113846,178,255,"actin binding","MF"
"765","GO:0016773",8.95657862109253e-09,1.58715267464845,325.767780575784,396,647,"phosphotransferase activity, alcohol group as acceptor","MF"
"766","GO:0016563",2.17090969451991e-08,2.99875104079933,60.2601693165393,90,120,"transcription activator activity","MF"
"767","GO:0022836",3.81016231619704e-08,1.92641096657489,149.106880609192,195,296,"gated channel activity","MF"
"768","GO:0008134",5.75398062214793e-08,1.71177810568037,213.08179222192,267,423,"transcription factor binding","MF"
"769","GO:0022838",9.59675301658114e-08,1.75011428972879,189.909776992113,240,377,"substrate specific channel activity","MF"
"770","GO:0022803",1.02334390475731e-07,1.73613338560414,194.443432145771,245,386,"passive transmembrane transporter activity","MF"
"771","GO:0005488",2.35155669897372e-07,1.27714180884241,2088.07599073948,2193,4539,"binding","MF"
"772","GO:0005089",4.46151680317742e-07,3.89171102218423,34.7580228447104,55,69,"Rho guanyl-nucleotide exchange factor activity","MF"
"773","GO:0005515",4.53573335439584e-07,1.19920876535784,2344.23113665803,2478,4869,"protein binding","MF"
"774","GO:0008083",5.13836876103432e-07,2.18671789242591,88.6581452270873,121,176,"growth factor activity","MF"
"775","GO:0005516",5.4264828265954e-07,2.53669536695367,64.4786510742453,92,128,"calmodulin binding","MF"
"776","GO:0046873",6.4363376696022e-07,1.82594122539507,142.453283429738,183,283,"metal ion transmembrane transporter activity","MF"
"777","GO:0030234",8.06794677380973e-07,1.47694604157452,329.642362301941,390,656,"enzyme regulator activity","MF"
"778","GO:0030955",1.12419350165289e-06,2.48087170378467,63.4711721512102,90,126,"potassium ion binding","MF"
"779","GO:0016301",1.48377067083782e-06,1.45678479709143,336.622432967183,396,669,"kinase activity","MF"
"780","GO:0005244",2.20767876168485e-06,2.03623932085595,93.6955398422627,125,186,"voltage-gated ion channel activity","MF"
"781","GO:0046872",2.1100458567245e-05,1.19224986655596,1369.58343248067,1466,2763,"metal ion binding","MF"
"782","GO:0043169",3.51339297660548e-05,1.18380979299521,1402.29588367214,1497,2824,"cation binding","MF"
"783","GO:0042803",4.30818263560865e-05,1.70955374844262,117.875033995105,148,234,"protein homodimerization activity","MF"
"784","GO:0008307",6.64819787258706e-05,4.07746407266811,20.6533179222192,33,41,"structural constituent of muscle","MF"
"785","GO:0003707",8.51526704957187e-05,3.41564608231275,24.6832336143595,38,49,"steroid hormone receptor activity","MF"
"786","GO:0003714",9.0009133167853e-05,2.08573008452363,59.4412564590699,80,118,"transcription corepressor activity","MF"
"787","GO:0016564",0.000121223851841006,2.28098261109578,46.1610268378063,64,92,"transcription repressor activity","MF"
"788","GO:0008270",0.000130057353459675,1.18384026668614,1130.89509110688,1211,2245,"zinc ion binding","MF"
"789","GO:0005001",0.000152604292549502,15.7944001082105,8.5635708457982,16,17,"transmembrane receptor protein tyrosine phosphatase activity","MF"
"790","GO:0005003",0.000152604292549502,15.7944001082105,8.5635708457982,16,17,"ephrin receptor activity","MF"
"791","GO:0005245",0.000157142114844766,6.91283161884136,12.089747076421,21,24,"voltage-gated calcium channel activity","MF"
"792","GO:0005102",0.000219673003642750,1.53321464448047,145.866647930865,176,292,"receptor binding","MF"
"793","GO:0005217",0.000265797131014309,Inf,6.0448735382105,12,12,"intracellular ligand-gated ion channel activity","MF"
"794","GO:0016278",0.00050165725579492,4.11531690140845,15.6159233070438,25,31,"lysine N-methyltransferase activity","MF"
"795","GO:0018024",0.00050165725579492,4.11531690140845,15.6159233070438,25,31,"histone-lysine N-methyltransferase activity","MF"
"796","GO:0005520",0.000513363058670496,5.1839131023281,12.5934865379385,21,25,"insulin-like growth factor binding","MF"
"797","GO:0004926",0.000528037366114801,Inf,5.54113407669296,11,11,"non-G-protein coupled 7TM receptor activity","MF"
"798","GO:0004714",0.000598271681244984,3.30251948522748,19.6181979159572,30,39,"transmembrane receptor protein tyrosine kinase activity","MF"
"799","GO:0051015",0.000616816081283751,3.29312915029137,19.6458389991841,30,39,"actin filament binding","MF"
"800","GO:0005096",0.000850290553575036,1.55010738821432,112.333899918412,136,223,"GTPase activator activity","MF"
"801","GO:0005249",0.000908323712572311,2.34648226614759,32.2049325521188,45,64,"voltage-gated potassium channel activity","MF"
"802","GO:0000146",0.0009976458411228,12.8277447268794,7.05235246124558,13,14,"microfilament motor activity","MF"
"803","GO:0019992",0.00111219977033807,2.27376069536874,33.2468044601577,46,66,"diacylglycerol binding","MF"
"804","GO:0003713",0.00119147118316449,1.68178013392857,76.024591280654,95,151,"transcription coactivator activity","MF"
"805","GO:0004114",0.00128413586691939,7.40660530590146,8.56071015577172,15,17,"3',5'-cyclic-nucleotide phosphodiesterase activity","MF"
"806","GO:0008601",0.00128983074225054,7.4016094130376,8.5635708457982,15,17,"protein phosphatase type 2A regulator activity","MF"
"807","GO:0008324",0.00129100542498038,1.31725133425766,259.929562143051,294,516,"cation transmembrane transporter activity","MF"
"808","GO:0003682",0.00161728290199132,1.86695223816663,50.8572303088015,66,101,"chromatin binding","MF"
"809","GO:0005200",0.00176325545942069,2.10612003780718,36.269241229263,49,72,"structural constituent of cytoskeleton","MF"
"810","GO:0019899",0.00182888163102079,1.50340578432237,111.127454333995,133,221,"enzyme binding","MF"
"811","GO:0003841",0.00208355966752221,Inf,4.53365515365787,9,9,"1-acylglycerol-3-phosphate O-acyltransferase activity","MF"
"812","GO:0003705",0.00208656859083788,3.62000812237715,14.1047049224912,22,28,"RNA polymerase II transcription factor activity, enhancer binding","MF"
"813","GO:0005179",0.0023755538685301,1.81335966226338,51.3814250747892,66,102,"hormone activity","MF"
"814","GO:0016566",0.0024308533148778,5.26335722981198,9.5710497688333,16,19,"specific transcriptional repressor activity","MF"
"815","GO:0019840",0.0024308533148778,5.26335722981198,9.5710497688333,16,19,"isoprenoid binding","MF"
"816","GO:0035257",0.00253017544659416,2.11783192364398,33.2468044601577,45,66,"nuclear hormone receptor binding","MF"
"817","GO:0030247",0.00260185142933518,1.79107982948898,52.3889039978243,67,104,"polysaccharide binding","MF"
"818","GO:0008375",0.00290175616105964,2.76509958000271,19.1420995376666,28,38,"acetylglucosaminyltransferase activity","MF"
"819","GO:0005201",0.00314096197599450,2.28768507199131,26.6802966389985,37,53,"extracellular matrix structural constituent","MF"
"820","GO:0008146",0.00318322311909782,2.39893462469734,24.179494152842,34,48,"sulfotransferase activity","MF"
"821","GO:0005057",0.00321031802288048,1.80980177452859,48.2718897154166,62,96,"receptor signaling protein activity","MF"
"822","GO:0004697",0.00341267995222022,10.8513111651798,6.0448735382105,11,12,"protein kinase C activity","MF"
"823","GO:0019841",0.00341267995222022,10.8513111651798,6.0448735382105,11,12,"retinol binding","MF"
"824","GO:0004383",0.00413840387955364,Inf,4.02991569214033,8,8,"guanylate cyclase activity","MF"
"825","GO:0015278",0.00413840387955364,Inf,4.02991569214033,8,8,"calcium-release channel activity","MF"
"826","GO:0042813",0.00413840387955364,Inf,4.02991569214033,8,8,"Wnt receptor activity","MF"
"827","GO:0046982",0.00453791012970725,1.58317169785548,72.0347429970084,88,143,"protein heterodimerization activity","MF"
"828","GO:0008276",0.00545054517704392,2.35488041370394,22.1645363067718,31,44,"protein methyltransferase activity","MF"
"829","GO:0060089",0.00562269307589768,1.12851812139769,1053.82295349470,1108,2092,"molecular transducer activity","MF"
"830","GO:0019903",0.0058441473205952,3.5527533486673,11.5860076149035,18,23,"protein phosphatase binding","MF"
"831","GO:0046332",0.00755899473359762,2.63236289776574,16.6234022300789,24,33,"SMAD binding","MF"
"832","GO:0008201",0.0075665585677069,1.79989224556362,39.7954174598858,51,79,"heparin binding","MF"
"833","GO:0022892",0.007600440273951,1.18088904020468,473.515093826489,510,940,"substrate-specific transporter activity","MF"
"834","GO:0008092",0.00780461567263011,1.56986232087665,63.9244916371712,78,128,"cytoskeletal protein binding","MF"
"835","GO:0004707",0.0081961033472362,Inf,3.52475853625357,7,7,"MAP kinase activity","MF"
"836","GO:0031432",0.00821922121498488,Inf,3.52617623062279,7,7,"titin binding","MF"
"837","GO:0046875",0.00821922121498488,Inf,3.52617623062279,7,7,"ephrin receptor binding","MF"
"838","GO:0004674",0.00882745067414654,1.31399816637342,164.315210709651,186,327,"protein serine/threonine kinase activity","MF"
"839","GO:0005158",0.00923946633900334,3.35492424242424,11.0822681533859,17,22,"insulin receptor binding","MF"
"840","GO:0008188",0.0093407530302398,2.3036173960168,20.1495784607017,28,40,"neuropeptide receptor activity","MF"
"841","GO:0005234",0.0104263938440219,3.69979037057073,9.5710497688333,15,19,"extracellular-glutamate-gated ion channel activity","MF"
"842","GO:0005328",0.0104263938440219,3.69979037057073,9.5710497688333,15,19,"neurotransmitter:sodium symporter activity","MF"
"843","GO:0008373",0.0104263938440219,3.69979037057073,9.5710497688333,15,19,"sialyltransferase activity","MF"
"844","GO:0019199",0.0111268093755603,4.29910572427255,8.03714832013111,13,16,"transmembrane receptor protein kinase activity","MF"
"845","GO:0005161",0.0113951535255534,8.87594594594595,5.03739461517541,9,10,"platelet-derived growth factor receptor binding","MF"
"846","GO:0005391",0.0113951535255534,8.87594594594595,5.03739461517541,9,10,"sodium:potassium-exchanging ATPase activity","MF"
"847","GO:0017017",0.0113951535255534,8.87594594594595,5.03739461517541,9,10,"MAP kinase tyrosine/serine/threonine phosphatase activity","MF"
"848","GO:0005024",0.0114587754959273,4.27474310438075,8.05983138428066,13,16,"transforming growth factor beta receptor activity","MF"
"849","GO:0005160",0.0114587754959273,4.27474310438075,8.05983138428066,13,16,"transforming growth factor beta receptor binding","MF"
"850","GO:0042562",0.0119407282157185,5.43149201191443,6.54468114067924,11,13,"hormone binding","MF"
"851","GO:0019208",0.0120883593409499,2.03649505151844,24.6832336143595,33,49,"phosphatase regulator activity","MF"
"852","GO:0016565",0.0163229758615031,Inf,3.02243676910525,6,6,"general transcriptional repressor activity","MF"
"853","GO:0016909",0.0163229758615031,Inf,3.02243676910525,6,6,"SAP kinase activity","MF"
"854","GO:0030020",0.0163229758615031,Inf,3.02243676910525,6,6,"extracellular matrix structural constituent conferring tensile strength","MF"
"855","GO:0030898",0.0163229758615031,Inf,3.02243676910525,6,6,"actin-dependent ATPase activity","MF"
"856","GO:0031490",0.0163229758615031,Inf,3.02243676910525,6,6,"chromatin DNA binding","MF"
"857","GO:0034185",0.0163229758615031,Inf,3.02243676910525,6,6,"apolipoprotein binding","MF"
"858","GO:0004970",0.0166533040778328,3.4526707234618,9.06731030731575,14,18,"ionotropic glutamate receptor activity","MF"
"859","GO:0005242",0.0166533040778328,3.4526707234618,9.06731030731575,14,18,"inward rectifier potassium channel activity","MF"
"860","GO:0005085",0.0176157659263534,1.77187008905186,32.1356302980585,41,64,"guanyl-nucleotide exchange factor activity","MF"
"861","GO:0017046",0.0188147265701216,3.9453832634852,7.55609192276312,12,15,"peptide hormone binding","MF"
"862","GO:0001727",0.0188595368911598,2.79538690476190,11.5860076149035,17,23,"lipid kinase activity","MF"
"863","GO:0030145",0.0192914105777472,1.43356323408905,74.0497008430786,87,147,"manganese ion binding","MF"
"864","GO:0051020",0.0198689647910952,1.68264747159220,36.7729806907805,46,73,"GTPase binding","MF"
"865","GO:0008200",0.0204842747029141,4.93107176645493,6.0448735382105,10,12,"ion channel inhibitor activity","MF"
"866","GO:0045296",0.0204842747029141,4.93107176645493,6.0448735382105,10,12,"cadherin binding","MF"
"867","GO:0005388",0.0205771575758051,7.8886636940954,4.53365515365787,8,9,"calcium-transporting ATPase activity","MF"
"868","GO:0042165",0.0207614694758308,1.54537079686780,50.3739461517541,61,100,"neurotransmitter binding","MF"
"869","GO:0004713",0.0217363955602265,1.55747224341360,47.7205681507785,58,95,"protein tyrosine kinase activity","MF"
"870","GO:0008378",0.0234563600506411,2.30238224147266,15.1121838455262,21,30,"galactosyltransferase activity","MF"
"871","GO:0050681",0.0235520150870575,2.53698513636276,12.5934865379385,18,25,"androgen receptor binding","MF"
"872","GO:0004702",0.0239394905709808,1.97747014115092,21.1386185777475,28,42,"receptor signaling protein serine/threonine kinase activity","MF"
"873","GO:0046983",0.0245970484690407,1.63895813805070,37.0900368490579,46,74,"protein dimerization activity","MF"
"874","GO:0030674",0.0256641409710559,2.05982005257910,18.6211294502796,25,37,"protein binding, bridging","MF"
"875","GO:0019904",0.0257815374986088,1.45646118241111,60.8603409324297,72,121,"protein domain specific binding","MF"
"876","GO:0016775",0.0262728158160512,3.20561790156842,8.5635708457982,13,17,"phosphotransferase activity, nitrogenous group as acceptor","MF"
"877","GO:0030159",0.0262728158160512,3.20561790156842,8.5635708457982,13,17,"receptor signaling complex scaffold activity","MF"
"878","GO:0016247",0.0271793218074774,1.90818428184282,22.1645363067718,29,44,"channel regulator activity","MF"
"879","GO:0003725",0.0274952043332568,2.17081359144443,16.1196627685613,22,32,"double-stranded RNA binding","MF"
"880","GO:0008194",0.0282980587951341,1.60433690981071,38.2383094751193,47,76,"UDP-glycosyltransferase activity","MF"
"881","GO:0031404",0.0289891910797118,1.60043653804719,38.2841990753331,47,76,"chloride ion binding","MF"
"882","GO:0003702",0.0297342159627934,1.37992200384827,76.9229981568708,89,153,"RNA polymerase II transcription factor activity","MF"
"883","GO:0005070",0.0301564939757563,1.85060645073858,23.1720152298069,30,46,"SH3/SH2 adaptor activity","MF"
"884","GO:0030552",0.0305023166358838,3.61611246282779,7.05235246124558,11,14,"cAMP binding","MF"
"885","GO:0004860",0.0316392716490073,2.06316618664303,17.1271416915964,23,34,"protein kinase inhibitor activity","MF"
"886","GO:0004024",0.0324144670572232,Inf,2.51869730758771,5,5,"alcohol dehydrogenase activity, zinc-dependent","MF"
"887","GO:0004952",0.0324144670572232,Inf,2.51869730758771,5,5,"dopamine receptor activity","MF"
"888","GO:0005219",0.0324144670572232,Inf,2.51869730758771,5,5,"ryanodine-sensitive calcium-release channel activity","MF"
"889","GO:0032036",0.0324144670572232,Inf,2.51869730758771,5,5,"myosin heavy chain binding","MF"
"890","GO:0046027",0.0324144670572232,Inf,2.51869730758771,5,5,"phospholipid:diacylglycerol acyltransferase activity","MF"
"891","GO:0046965",0.0324144670572232,Inf,2.51869730758771,5,5,"retinoid X receptor binding","MF"
"892","GO:0048407",0.0324144670572232,Inf,2.51869730758771,5,5,"platelet-derived growth factor binding","MF"
"893","GO:0015075",0.032789075861768,1.33537116608769,90.2411847672779,103,180,"ion transmembrane transporter activity","MF"
"894","GO:0005548",0.0334770013048558,2.19244823386114,14.6084443840087,20,29,"phospholipid transporter activity","MF"
"895","GO:0005088",0.0338197529287826,4.46201497617427,5.52592390190587,9,11,"Ras guanyl-nucleotide exchange factor activity","MF"
"896","GO:0004653",0.0340886527325032,2.76175794455713,9.5710497688333,14,19,"polypeptide N-acetylgalactosaminyltransferase activity","MF"
"897","GO:0008013",0.0340886527325032,2.76175794455713,9.5710497688333,14,19,"beta-catenin binding","MF"
"898","GO:0000287",0.0341207087966412,1.20410244753706,212.074313298885,231,421,"magnesium ion binding","MF"
"899","GO:0008081",0.0344108286400884,1.54296609593695,41.3066358444384,50,82,"phosphoric diester hydrolase activity","MF"
"900","GO:0005072",0.0345125885425326,4.43736486486486,5.54113407669296,9,11,"transforming growth factor beta receptor, cytoplasmic mediator activity","MF"
"901","GO:0004721",0.0357442598436442,1.43118337429648,57.8920632756034,68,115,"phosphoprotein phosphatase activity","MF"
"902","GO:0003706",0.0367849425630035,6.90164820318833,4.02991569214033,7,8,"ligand-regulated transcription factor activity","MF"
"903","GO:0004985",0.0367849425630035,6.90164820318833,4.02991569214033,7,8,"opioid receptor activity","MF"
"904","GO:0005021",0.0367849425630035,6.90164820318833,4.02991569214033,7,8,"vascular endothelial growth factor receptor activity","MF"
"905","GO:0005154",0.0367849425630035,6.90164820318833,4.02991569214033,7,8,"epidermal growth factor receptor binding","MF"
"906","GO:0005528",0.0367849425630035,6.90164820318833,4.02991569214033,7,8,"FK506 binding","MF"
"907","GO:0008195",0.0367849425630035,6.90164820318833,4.02991569214033,7,8,"phosphatidate phosphatase activity","MF"
"908","GO:0030331",0.0367849425630035,6.90164820318833,4.02991569214033,7,8,"estrogen receptor binding","MF"
"909","GO:0043121",0.0367849425630035,6.90164820318833,4.02991569214033,7,8,"neurotrophin binding","MF"
"910","GO:0043621",0.0367849425630035,6.90164820318833,4.02991569214033,7,8,"protein self-association","MF"
"911","GO:0005272",0.0385897266320675,2.07185977260422,15.6159233070438,21,31,"sodium channel activity","MF"
"912","GO:0019901",0.0406965612667125,1.52882453733933,39.7954174598858,48,79,"protein kinase binding","MF"
"913","GO:0005262",0.0433720305881108,1.83896033256925,20.1144726083401,26,40,"calcium channel activity","MF"
"914","GO:0005178",0.0474177773839882,1.69957983193277,24.6832336143595,31,49,"integrin binding","MF"
"915","GO:0015276",0.0476963105551166,1.47132529181363,43.7607984739065,52,87,"ligand-gated ion channel activity","MF"
"916","GO:0000155",0.0487394522786292,3.28693066630626,6.54861299972804,10,13,"two-component sensor activity","MF"
"917","GO:0005545",0.0487394522786292,3.28693066630626,6.54861299972804,10,13,"phosphatidylinositol binding","MF"
"918","GO:0030546",0.0487394522786292,3.28693066630626,6.54861299972804,10,13,"receptor activator activity","MF"
"919","GO:0001653",0.0489867511784154,1.40460176991150,54.907601305412,64,109,"peptide receptor activity","MF"
"920","GO:0019209",0.0512835463354192,2.56414277988102,9.06731030731575,13,18,"kinase activator activity","MF"
"921","GO:0031625",0.0512835463354192,2.56414277988102,9.06731030731575,13,18,"ubiquitin protein ligase binding","MF"
"922","GO:0004016",0.0573051737768114,3.94379137954330,5.03739461517541,8,10,"adenylate cyclase activity","MF"
"923","GO:0004886",0.0573051737768114,3.94379137954330,5.03739461517541,8,10,"retinoid-X receptor activity","MF"
"924","GO:0005041",0.0573051737768114,3.94379137954330,5.03739461517541,8,10,"low-density lipoprotein receptor activity","MF"
"925","GO:0005095",0.0573051737768114,3.94379137954330,5.03739461517541,8,10,"GTPase inhibitor activity","MF"
"926","GO:0050431",0.0573051737768114,3.94379137954330,5.03739461517541,8,10,"transforming growth factor beta binding","MF"
"927","GO:0017124",0.0599485113668993,1.43852755018833,43.3215936905086,51,86,"SH3 domain binding","MF"
"928","GO:0005164",0.0615048057342523,2.30114942528736,10.0747892303508,14,20,"tumor necrosis factor receptor binding","MF"
"929","GO:0004143",0.0626431893167303,2.71171262503379,7.55609192276312,11,15,"diacylglycerol kinase activity","MF"
"930","GO:0004522",0.0626431893167303,2.71171262503379,7.55609192276312,11,15,"pancreatic ribonuclease activity","MF"
"931","GO:0015238",0.0626431893167303,2.71171262503379,7.55609192276312,11,15,"drug transporter activity","MF"
"932","GO:0015085",0.0642444488716152,Inf,2.01401455881352,4,4,"calcium ion transmembrane transporter activity","MF"
"933","GO:0001671",0.0643649322902647,Inf,2.01495784607017,4,4,"ATPase activator activity","MF"
"934","GO:0001972",0.0643649322902647,Inf,2.01495784607017,4,4,"retinoic acid binding","MF"
"935","GO:0005172",0.0643649322902647,Inf,2.01495784607017,4,4,"vascular endothelial growth factor receptor binding","MF"
"936","GO:0008095",0.0643649322902647,Inf,2.01495784607017,4,4,"inositol-1,4,5-triphosphate receptor activity","MF"
"937","GO:0008198",0.0643649322902647,Inf,2.01495784607017,4,4,"ferrous iron binding","MF"
"938","GO:0015016",0.0643649322902647,Inf,2.01495784607017,4,4,"[heparan sulfate]-glucosamine N-sulfotransferase activity","MF"
"939","GO:0016595",0.0643649322902647,Inf,2.01495784607017,4,4,"glutamate binding","MF"
"940","GO:0019911",0.0643649322902647,Inf,2.01495784607017,4,4,"structural constituent of myelin sheath","MF"
"941","GO:0030197",0.0643649322902647,Inf,2.01495784607017,4,4,"extracellular matrix constituent, lubricant activity","MF"
"942","GO:0030507",0.0643649322902647,Inf,2.01495784607017,4,4,"spectrin binding","MF"
"943","GO:0035259",0.0643649322902647,Inf,2.01495784607017,4,4,"glucocorticoid receptor binding","MF"
"944","GO:0047238",0.0643649322902647,Inf,2.01495784607017,4,4,"glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity","MF"
"945","GO:0000339",0.0649455037406126,5.91489936512225,3.52617623062279,6,7,"RNA cap binding","MF"
"946","GO:0004115",0.0649455037406126,5.91489936512225,3.52617623062279,6,7,"3',5'-cyclic-AMP phosphodiesterase activity","MF"
"947","GO:0016308",0.0649455037406126,5.91489936512225,3.52617623062279,6,7,"1-phosphatidylinositol-4-phosphate 5-kinase activity","MF"
"948","GO:0051018",0.0649455037406126,5.91489936512225,3.52617623062279,6,7,"protein kinase A binding","MF"
"949","GO:0042301",0.0714328651138548,2.11329649522779,11.0822681533859,15,22,"phosphate binding","MF"
"950","GO:0019207",0.071815143488293,1.50161456917641,31.7187202178353,38,63,"kinase regulator activity","MF"
"951","GO:0004428",0.0719848366493325,1.74527692724281,18.1346206146315,23,36,"inositol or phosphatidylinositol kinase activity","MF"
"952","GO:0008374",0.0719848366493325,1.74527692724281,18.1346206146315,23,36,"O-acyltransferase activity","MF"
"953","GO:0042169",0.0759460133366722,2.36658104637015,8.5635708457982,12,17,"SH2 domain binding","MF"
"954","GO:0008066",0.0762612322923726,2.96181965881397,6.04084411164057,9,12,"glutamate receptor activity","MF"
"955","GO:0004708",0.0765975300613884,2.95783783783784,6.0448735382105,9,12,"MAP kinase kinase activity","MF"
"956","GO:0005251",0.0765975300613884,2.95783783783784,6.0448735382105,9,12,"delayed rectifier potassium channel activity","MF"
"957","GO:0016918",0.0765975300613884,2.95783783783784,6.0448735382105,9,12,"retinal binding","MF"
"958","GO:0005083",0.0804329052259666,1.25583928091715,86.3645064260323,96,172,"small GTPase regulator activity","MF"
"959","GO:0008022",0.0806241330516942,1.34619428741078,52.3889039978243,60,104,"protein C-terminus binding","MF"
"960","GO:0003704",0.080709671323748,1.97400487408611,12.0848979591837,16,24,"specific RNA polymerase II transcription factor activity","MF"
"961","GO:0042578",0.0808580758161033,1.21072213766278,120.754820183235,132,240,"phosphoric ester hydrolase activity","MF"
"962","GO:0003924",0.0814507650738484,1.24712472632731,91.176842534675,101,181,"GTPase activity","MF"
"963","GO:0004407",0.088539149141737,2.13649269875608,9.5710497688333,13,19,"histone deacetylase activity","MF"
"964","GO:0004722",0.0893760353267572,1.60298997697413,21.1570573837367,26,42,"protein serine/threonine phosphatase activity","MF"
"965","GO:0017016",0.0896942666659779,1.46032555615844,31.2318466140876,37,62,"Ras GTPase binding","MF"
"966","GO:0001882",0.0935121900181981,3.45035125641718,4.53365515365787,7,9,"nucleoside binding","MF"
"967","GO:0004935",0.0935121900181981,3.45035125641718,4.53365515365787,7,9,"adrenoceptor activity","MF"
"968","GO:0015924",0.0935121900181981,3.45035125641718,4.53365515365787,7,9,"mannosyl-oligosaccharide mannosidase activity","MF"
"969","GO:0030553",0.0935121900181981,3.45035125641718,4.53365515365787,7,9,"cGMP binding","MF"
"970","GO:0015932",0.0943322913854928,2.46486011623192,7.05235246124558,10,14,"nucleobase, nucleoside, nucleotide and nucleic acid transmembrane transporter activity","MF"
"971","GO:0005267",0.096414365967134,1.7852519459238,14.0651430135487,18,28,"potassium channel activity","MF"
"972","GO:0030374",0.0990072545985161,1.77515897713435,14.1047049224912,18,28,"ligand-dependent nuclear receptor transcription coactivator activity","MF"
"973","GO:0005125",0.099546968201254,1.22007280458733,95.710497688333,105,190,"cytokine activity","MF"
"974","GO:0005887",2.18581163834911e-13,1.59774387620634,526.213007815023,640,1057,"integral to plasma membrane","CC"
"975","GO:0030054",4.85573665896151e-12,2.34998156538427,142.145270270270,199,286,"cell junction","CC"
"976","GO:0044459",9.82468833592087e-12,1.51542719427033,565.241855476605,675,1154,"plasma membrane part","CC"
"977","GO:0045202",1.04904439657366e-09,2.17785639018516,131.762650911893,180,264,"synapse","CC"
"978","GO:0005576",1.48830988865331e-07,1.28885640968307,940.30619059851,1045,1884,"extracellular region","CC"
"979","GO:0005578",1.99932374975984e-07,2.09745367491606,103.529897972362,140,208,"proteinaceous extracellular matrix","CC"
"980","GO:0034703",2.84240005257723e-07,2.71617226125423,58.8939121500128,86,118,"cation channel complex","CC"
"981","GO:0043292",4.96865446652784e-07,3.34675806132272,40.9262779347547,63,82,"contractile fiber","CC"
"982","GO:0005856",3.49526402742308e-06,1.64145778329968,174.882256968049,217,354,"cytoskeleton","CC"
"983","GO:0043025",5.9658937422485e-06,3.77960398602304,28.4487541741587,45,57,"cell soma","CC"
"984","GO:0030018",9.2253870760655e-06,11.5727190605239,12.4775237605959,23,25,"Z disc","CC"
"985","GO:0030017",3.71886832270653e-05,3.44499503389904,26.4403728704597,41,53,"sarcomere","CC"
"986","GO:0015629",4.37631610524136e-05,2.13484756713103,60.21075074299,82,121,"actin cytoskeleton","CC"
"987","GO:0005624",5.48345636148574e-05,1.40926848982891,272.191163210099,317,546,"membrane fraction","CC"
"988","GO:0030425",8.44760269924217e-05,4.03104786545925,19.9537275064267,32,40,"dendrite","CC"
"989","GO:0030173",8.55603566710347e-05,4.02687338501292,19.9640380169535,32,40,"integral to Golgi membrane","CC"
"990","GO:0005891",0.000106305129015270,9.55513994582742,10.4811199589006,19,21,"voltage-gated calcium channel complex","CC"
"991","GO:0030424",0.00016188413649217,3.295149008179,23.4577446699204,36,47,"axon","CC"
"992","GO:0005912",0.000171588068307918,2.33834586466165,41.4253788851785,58,83,"adherens junction","CC"
"993","GO:0008076",0.000243440496671115,2.29773169151005,40.9262779347547,57,82,"voltage-gated potassium channel complex","CC"
"994","GO:0016010",0.000474463596947472,14.0739881412735,7.48651425635757,14,15,"dystrophin-associated glycoprotein complex","CC"
"995","GO:0016023",0.000476790335588185,1.40325498550623,203.633187772926,237,408,"cytoplasmic membrane-bounded vesicle","CC"
"996","GO:0019898",0.000505858071840361,2.43828766843331,32.4415617775494,46,65,"extrinsic to membrane","CC"
"997","GO:0005604",0.000507802855565229,2.93817934782609,23.4486503856041,35,47,"basement membrane","CC"
"998","GO:0005615",0.000565959598972625,1.33838238900513,267.518109427177,305,536,"extracellular space","CC"
"999","GO:0001533",0.000635721857156807,8.04332129963899,8.98381710762908,16,18,"cornified envelope","CC"
"1000","GO:0043005",0.0006896201725973,4.45211505922166,13.4354817876518,22,27,"neuron projection","CC"
"1001","GO:0005911",0.00086163206366297,1.98615670914055,47.3869411386298,63,95,"cell-cell junction","CC"
"1002","GO:0030175",0.000891899981044398,13.0670189457404,6.98741330593373,13,14,"filopodium","CC"
"1003","GO:0030426",0.00124802424802511,5.69735654416505,9.98201900847675,17,20,"growth cone","CC"
"1004","GO:0031982",0.00143728837576298,1.31029895187346,261.029797071667,295,523,"vesicle","CC"
"1005","GO:0016459",0.00185181723280308,3.022909655708,17.9525310349264,27,36,"myosin complex","CC"
