Ensembl Gene ID	Ensembl Protein Family ID(s)
ENSG00000085377	ENSFM00250000003032
ENSG00000172819	ENSFM00260000050405
ENSG00000109654	ENSFM00570000851086
ENSG00000157388	ENSFM00500000269632
ENSG00000153922	ENSFM00540000717926
ENSG00000163930	ENSFM00460000244970
ENSG00000164853	ENSFM00500000274477
ENSG00000119922	ENSFM00250000002441
ENSG00000169894	ENSFM00500000274965
ENSG00000123405	ENSFM00500000273572
ENSG00000164877	ENSFM00580000902232
ENSG00000161057	ENSFM00630001050578
ENSG00000010318	ENSFM00630001050589
ENSG00000259119	ENSFM00640001120120
ENSG00000213551	ENSFM00500000272269
ENSG00000127152	ENSFM00600000921237
ENSG00000057657	ENSFM00250000002712
ENSG00000164220	ENSFM00520000517912
ENSG00000183576	ENSFM00250000003512
ENSG00000121211	ENSFM00500000272714
ENSG00000228273	ENSFM00600000924957
ENSG00000205277	ENSFM00600000924687
ENSG00000111481	ENSFM00500000270533
ENSG00000119917	ENSFM00250000002441
ENSG00000102967	ENSFM00250000003878
ENSG00000178719	ENSFM00500000269895
ENSG00000257017	ENSFM00480000262792
ENSG00000165912	ENSFM00250000001466
ENSG00000182180	ENSFM00500000276777
ENSG00000149177	ENSFM00310000089006
ENSG00000204010	ENSFM00250000002441
ENSG00000083099	ENSFM00600000939732
ENSG00000181104	ENSFM00510000502833
ENSG00000185745	ENSFM00250000002441
ENSG00000164251	ENSFM00520000517862
ENSG00000121210	ENSFM00390000126359
ENSG00000119318	ENSFM00500000270253
ENSG00000169876	ENSFM00600000921604
ENSG00000170615	ENSFM00250000000278
ENSG00000171643	ENSFM00560000775089
ENSG00000182544	ENSFM00250000006113
ENSG00000112294	ENSFM00500000269985
ENSG00000152778	ENSFM00250000002441
ENSG00000196230	ENSFM00250000000193
ENSG00000112159	ENSFM00570000851302
ENSG00000236756	ENSFM00500000303387
ENSG00000156042	ENSFM00250000003080
ENSG00000057663	ENSFM00250000005041
ENSG00000145708	ENSFM00250000004571
ENSG00000010319	ENSFM00480000262738
ENSG00000186583	ENSFM00250000010149
ENSG00000135476	ENSFM00250000007621
ENSG00000152779	ENSFM00540000717970
ENSG00000164112	ENSFM00500000279366
ENSG00000175619	ENSFM00570000850990
ENSG00000172208	ENSFM00570000850990
ENSG00000176567	ENSFM00570000850990
ENSG00000016391	ENSFM00500000269739
ENSG00000176555	ENSFM00570000850990
ENSG00000140830	ENSFM00500000272675
ENSG00000176547	ENSFM00570000850978
ENSG00000176540	ENSFM00570000850978
ENSG00000237388	ENSFM00570000850978
ENSG00000169871	ENSFM00480000262878
ENSG00000139572	ENSFM00250000009157
ENSG00000152782	ENSFM00260000050538
ENSG00000182053	ENSFM00260000050491
ENSG00000114854	ENSFM00500000271466
ENSG00000164252	ENSFM00250000005794
ENSG00000056736	ENSFM00250000010017
ENSG00000106366	ENSFM00600000921177
ENSG00000140932	ENSFM00500000274694
ENSG00000174132	ENSFM00600000922420
ENSG00000090061	ENSFM00500000271133
ENSG00000140829	ENSFM00260000050331
ENSG00000134574	ENSFM00250000007321
ENSG00000161642	ENSFM00250000001367
ENSG00000010322	ENSFM00250000002121
ENSG00000136826	ENSFM00500000270362
ENSG00000112297	ENSFM00570000851149
ENSG00000140931	ENSFM00500000273974
ENSG00000113532	ENSFM00600000921256
ENSG00000214891	ENSFM00260000050491
ENSG00000137261	ENSFM00250000002086
ENSG00000106367	ENSFM00500000269841
ENSG00000086205	ENSFM00250000000799
ENSG00000164880	ENSFM00250000002281
ENSG00000134575	ENSFM00600000921166
ENSG00000226757	ENSFM00250000046673
ENSG00000123737	ENSFM00250000005803
ENSG00000128564	ENSFM00250000010086
ENSG00000173930	ENSFM00500000269687
ENSG00000123349	ENSFM00500000272753
ENSG00000138182	ENSFM00620000999420
ENSG00000113812	ENSFM00500000270958
ENSG00000178896	ENSFM00500000272049
ENSG00000132846	ENSFM00600000922866
ENSG00000214645	ENSFM00250000003751
ENSG00000148156	ENSFM00250000000048
ENSG00000197858	ENSFM00500000272001
ENSG00000167011	ENSFM00250000008522
ENSG00000161638	ENSFM00500000269717
ENSG00000106384	ENSFM00250000001020
ENSG00000187003	ENSFM00250000000048
ENSG00000205267	ENSFM00570000854463
ENSG00000205359	ENSFM00500000269687
ENSG00000070061	ENSFM00250000003629
ENSG00000106397	ENSFM00250000001315
ENSG00000130347	ENSFM00500000271278
ENSG00000137462	ENSFM00630001050586
ENSG00000145428	ENSFM00250000002742
ENSG00000113811	ENSFM00500000294346
ENSG00000235865	ENSFM00500000423532
ENSG00000148175	ENSFM00250000000738
ENSG00000010327	ENSFM00570000851304
ENSG00000157445	ENSFM00250000000523
ENSG00000113231	ENSFM00280000058709
ENSG00000130348	ENSFM00250000003404
ENSG00000118557	ENSFM00250000007607
ENSG00000139637	ENSFM00250000003351
ENSG00000138279	ENSFM00570000851031
ENSG00000189056	ENSFM00570000851655
ENSG00000136848	ENSFM00250000000610
ENSG00000025434	ENSFM00500000269785
ENSG00000183723	ENSFM00260000051403
ENSG00000205476	ENSFM00510000502870
ENSG00000145423	ENSFM00600000921226
ENSG00000145730	ENSFM00250000001444
ENSG00000135720	ENSFM00250000001777
ENSG00000135355	ENSFM00500000269643
ENSG00000112182	ENSFM00500000271568
ENSG00000182218	ENSFM00570000851106
ENSG00000170627	ENSFM00500000273200
ENSG00000111802	ENSFM00250000006394
ENSG00000094914	ENSFM00250000005945
ENSG00000130349	ENSFM00250000011684
ENSG00000123338	ENSFM00250000001880
ENSG00000177461	ENSFM00250000008619
ENSG00000036530	ENSFM00380000124753
ENSG00000178409	ENSFM00250000006976
ENSG00000179091	ENSFM00250000003946
ENSG00000197410	ENSFM00570000852024
ENSG00000144771	ENSFM00500000272737
ENSG00000258817	ENSFM00570000850978
ENSG00000159593	ENSFM00250000003349
ENSG00000164494	ENSFM00250000005982
ENSG00000135341	ENSFM00380000124721
ENSG00000198517	ENSFM00500000270486
ENSG00000145386	ENSFM00500000269998
ENSG00000221954	ENSFM00570000850978
ENSG00000137312	ENSFM00250000001355
ENSG00000166343	ENSFM00250000008604
ENSG00000221840	ENSFM00570000850978
ENSG00000114251	ENSFM00500000269585
ENSG00000179526	ENSFM00250000005202
ENSG00000106400	ENSFM00500000273386
ENSG00000185926	ENSFM00570000850978
ENSG00000150244	ENSFM00260000050491
ENSG00000181961	ENSFM00570000850978
ENSG00000181958	ENSFM00570000850978
ENSG00000181939	ENSFM00570000850978
ENSG00000106404	ENSFM00500000272599
ENSG00000112304	ENSFM00500000273552
ENSG00000181935	ENSFM00630001050576
ENSG00000164855	ENSFM00500000270427
ENSG00000172188	ENSFM00630001050576
ENSG00000181927	ENSFM00570000850990
ENSG00000174982	ENSFM00570000850990
ENSG00000138686	ENSFM00250000005221
ENSG00000181903	ENSFM00570000850978
ENSG00000198877	ENSFM00510000502739
ENSG00000187672	ENSFM00250000000753
ENSG00000168268	ENSFM00250000001969
ENSG00000186113	ENSFM00510000502739
ENSG00000186117	ENSFM00510000502739
ENSG00000107758	ENSFM00310000089007
ENSG00000186119	ENSFM00510000502739
ENSG00000171566	ENSFM00250000004159
ENSG00000112320	ENSFM00250000005637
ENSG00000205030	ENSFM00510000502739
ENSG00000205029	ENSFM00510000502739
ENSG00000214253	ENSFM00600000921667
ENSG00000124900	ENSFM00260000050491
ENSG00000187612	ENSFM00250000000020
ENSG00000146285	ENSFM00250000001294
ENSG00000110514	ENSFM00250000001066
ENSG00000066629	ENSFM00520000517805
ENSG00000112308	ENSFM00250000008538
ENSG00000179632	ENSFM00250000005236
ENSG00000135333	ENSFM00250000000121
ENSG00000112312	ENSFM00500000273642
ENSG00000168748	ENSFM00450000242133
ENSG00000128581	ENSFM00250000007891
ENSG00000119328	ENSFM00250000007834
ENSG00000164253	ENSFM00250000005848
ENSG00000168273	ENSFM00570000861018
ENSG00000163939	ENSFM00570000851187
ENSG00000172840	ENSFM00250000002844
ENSG00000179698	ENSFM00500000273733
ENSG00000119326	ENSFM00250000002479
ENSG00000166589	ENSFM00520000517907
ENSG00000138741	ENSFM00520000517791
ENSG00000170374	ENSFM00500000270028
ENSG00000172469	ENSFM00250000002070
ENSG00000111913	ENSFM00250000001477
ENSG00000185591	ENSFM00500000269804
ENSG00000172461	ENSFM00500000269697
ENSG00000235173	ENSFM00500000271854
ENSG00000135409	ENSFM00500000269790
ENSG00000166348	ENSFM00250000002075
ENSG00000106436	ENSFM00500000269820
ENSG00000014123	ENSFM00250000003769
ENSG00000257923	ENSFM00250000001072
ENSG00000138688	ENSFM00380000124692
ENSG00000205352	ENSFM00600000928080
ENSG00000112214	ENSFM00570000851035
ENSG00000166592	ENSFM00260000050685
ENSG00000179832	ENSFM00560000771043
ENSG00000197111	ENSFM00250000000747
ENSG00000196405	ENSFM00600000921305
ENSG00000112218	ENSFM00250000004690
ENSG00000123545	ENSFM00500000273749
ENSG00000186231	ENSFM00270000056443
ENSG00000168405	ENSFM00250000004268
ENSG00000166595	ENSFM00500000272289
ENSG00000146263	ENSFM00250000007571
ENSG00000172831	ENSFM00350000105388
ENSG00000160999	ENSFM00600000921327
ENSG00000128563	ENSFM00500000274366
ENSG00000106771	ENSFM00250000004813
ENSG00000134571	ENSFM00570000851063
ENSG00000079691	ENSFM00260000050454
ENSG00000172828	ENSFM00350000105388
ENSG00000171540	ENSFM00500000273447
ENSG00000163938	ENSFM00550000743151
ENSG00000171530	ENSFM00600000922254
ENSG00000167825	ENSFM00250000000020
ENSG00000174970	ENSFM00360000109859
ENSG00000149133	ENSFM00250000000020
ENSG00000181785	ENSFM00250000000020
ENSG00000172154	ENSFM00250000000020
ENSG00000181767	ENSFM00250000000020
ENSG00000123360	ENSFM00400000131765
ENSG00000160991	ENSFM00250000002667
ENSG00000172824	ENSFM00350000105388
ENSG00000181761	ENSFM00250000000020
ENSG00000167822	ENSFM00250000000020
ENSG00000177791	ENSFM00300000079154
ENSG00000181752	ENSFM00570000851042
ENSG00000174957	ENSFM00250000000020
ENSG00000136805	ENSFM00250000008517
ENSG00000204775	ENSFM00250000004107
ENSG00000180376	ENSFM00250000008549
ENSG00000132842	ENSFM00480000262766
ENSG00000184486	ENSFM00500000269892
ENSG00000112234	ENSFM00250000006297
ENSG00000160993	ENSFM00250000005754
ENSG00000095203	ENSFM00480000262757
ENSG00000146267	ENSFM00250000004440
ENSG00000181718	ENSFM00250000000020
ENSG00000172489	ENSFM00250000000020
ENSG00000181698	ENSFM00250000000020
ENSG00000181693	ENSFM00250000000020
ENSG00000181689	ENSFM00570000851042
ENSG00000161036	ENSFM00250000006152
ENSG00000150261	ENSFM00570000851042
ENSG00000172487	ENSFM00250000000020
ENSG00000172199	ENSFM00250000000020
ENSG00000174942	ENSFM00250000000020
ENSG00000025796	ENSFM00250000003542
ENSG00000166317	ENSFM00270000056611
ENSG00000187786	ENSFM00500000274532
ENSG00000230567	ENSFM00500000271854
ENSG00000139625	ENSFM00500000270264
ENSG00000172650	ENSFM00250000000604
ENSG00000016864	ENSFM00250000002810
ENSG00000164815	ENSFM00250000007180
ENSG00000168350	ENSFM00250000002237
ENSG00000079689	ENSFM00500000271845
ENSG00000100811	ENSFM00250000003042
ENSG00000150269	ENSFM00630001050560
ENSG00000174937	ENSFM00630001050560
ENSG00000250959	ENSFM00580000910740
ENSG00000132423	ENSFM00500000271624
ENSG00000176986	ENSFM00560000771000
ENSG00000181371	ENSFM00630001050560
ENSG00000255223	ENSFM00630001050560
ENSG00000254834	ENSFM00630001050560
ENSG00000255012	ENSFM00630001050560
ENSG00000172464	ENSFM00250000000020
ENSG00000172459	ENSFM00250000000020
ENSG00000174914	ENSFM00250000000020
ENSG00000172457	ENSFM00250000000020
ENSG00000181273	ENSFM00250000000020
ENSG00000183908	ENSFM00500000273685
ENSG00000134817	ENSFM00500000271616
ENSG00000164508	ENSFM00600000921125
ENSG00000067955	ENSFM00500000272077
ENSG00000149115	ENSFM00250000007349
ENSG00000132424	ENSFM00250000003901
ENSG00000197119	ENSFM00500000270966
ENSG00000135447	ENSFM00500000275196
ENSG00000005075	ENSFM00500000271187
ENSG00000187416	ENSFM00250000002406
ENSG00000170727	ENSFM00250000004107
ENSG00000139546	ENSFM00600000921352
ENSG00000135413	ENSFM00600000923327
ENSG00000146047	ENSFM00500000269608
ENSG00000149136	ENSFM00250000001865
ENSG00000146039	ENSFM00500000269927
ENSG00000111639	ENSFM00500000274585
ENSG00000161634	ENSFM00600000924576
ENSG00000070159	ENSFM00440000236900
ENSG00000066336	ENSFM00500000271550
ENSG00000206418	ENSFM00500000274128
ENSG00000005483	ENSFM00250000001160
ENSG00000144559	ENSFM00500000271930
ENSG00000170667	ENSFM00620000999425
ENSG00000168502	ENSFM00250000001168
ENSG00000125149	ENSFM00250000004394
ENSG00000197576	ENSFM00620000999505
ENSG00000179344	ENSFM00500000269622
ENSG00000124568	ENSFM00500000269927
ENSG00000223367	ENSFM00250000002236
ENSG00000165915	ENSFM00500000271261
ENSG00000106004	ENSFM00500000270089
ENSG00000196968	ENSFM00250000002860
ENSG00000163946	ENSFM00250000005921
ENSG00000178127	ENSFM00250000003401
ENSG00000106006	ENSFM00570000851179
ENSG00000145685	ENSFM00250000006637
ENSG00000114902	ENSFM00500000275173
ENSG00000010292	ENSFM00570000851221
ENSG00000102871	ENSFM00250000007648
ENSG00000233151	ENSFM00600000921168
ENSG00000172586	ENSFM00500000275238
ENSG00000140107	ENSFM00500000270645
ENSG00000172551	ENSFM00630001070484
ENSG00000214655	ENSFM00250000002283
ENSG00000109991	ENSFM00250000000463
ENSG00000235155	ENSFM00500000274438
ENSG00000122592	ENSFM00500000270471
ENSG00000081087	ENSFM00250000006677
ENSG00000226916	ENSFM00250000005536
ENSG00000135426	ENSFM00250000009567
ENSG00000135722	ENSFM00250000009396
ENSG00000113273	ENSFM00260000050460
ENSG00000101745	ENSFM00600000921372
ENSG00000078399	ENSFM00600000921180
ENSG00000243444	ENSFM00500000272577
ENSG00000156575	ENSFM00560000771388
ENSG00000152700	ENSFM00260000050591
ENSG00000233323	ENSFM00570000851115
ENSG00000186652	ENSFM00560000771673
ENSG00000140105	ENSFM00250000003193
ENSG00000112333	ENSFM00500000270048
ENSG00000257184	ENSFM00600000921180
ENSG00000254979	ENSFM00560000771673
ENSG00000253293	ENSFM00500000269956
ENSG00000128791	ENSFM00250000003958
ENSG00000134802	ENSFM00500000271307
ENSG00000167130	ENSFM00500000272102
ENSG00000017797	ENSFM00250000003792
ENSG00000224782	ENSFM00500000273478
ENSG00000005073	ENSFM00320000100119
ENSG00000107829	ENSFM00250000002910
ENSG00000124564	ENSFM00500000269927
ENSG00000154845	ENSFM00250000002576
ENSG00000078549	ENSFM00500000269668
ENSG00000112335	ENSFM00250000002957
ENSG00000237541	ENSFM00500000269609
ENSG00000164113	ENSFM00260000051122
ENSG00000106031	ENSFM00250000001319
ENSG00000232629	ENSFM00500000269622
ENSG00000123307	ENSFM00500000269955
ENSG00000163947	ENSFM00250000001805
ENSG00000237825	ENSFM00620000999407
ENSG00000253308	ENSFM00640001118171
ENSG00000107882	ENSFM00250000004196
ENSG00000106038	ENSFM00500000270596
ENSG00000102878	ENSFM00500000270194
ENSG00000128203	ENSFM00250000005876
ENSG00000113615	ENSFM00560000770997
ENSG00000125845	ENSFM00500000269724
ENSG00000100099	ENSFM00250000005402
ENSG00000188710	ENSFM00500000284829
ENSG00000106049	ENSFM00500000270866
ENSG00000130720	ENSFM00560000771011
ENSG00000170605	ENSFM00250000000020
ENSG00000135537	ENSFM00250000003119
ENSG00000241106	ENSFM00500000269593
ENSG00000179919	ENSFM00360000109859
ENSG00000188686	ENSFM00500000274532
ENSG00000197706	ENSFM00250000000317
ENSG00000234539	ENSFM00570000851174
ENSG00000188324	ENSFM00250000000317
ENSG00000205330	ENSFM00250000000317
ENSG00000132837	ENSFM00250000000791
ENSG00000095321	ENSFM00500000269707
ENSG00000205329	ENSFM00250000000317
ENSG00000187857	ENSFM00250000000317
ENSG00000171206	ENSFM00250000006428
ENSG00000205328	ENSFM00250000000317
ENSG00000185821	ENSFM00250000000317
ENSG00000179695	ENSFM00250000000317
ENSG00000166407	ENSFM00500000270374
ENSG00000101323	ENSFM00560000771006
ENSG00000184954	ENSFM00250000000317
ENSG00000205327	ENSFM00250000000317
ENSG00000179626	ENSFM00250000000317
ENSG00000179615	ENSFM00250000000317
ENSG00000118689	ENSFM00250000000963
ENSG00000061492	ENSFM00500000270223
ENSG00000006704	ENSFM00570000851699
ENSG00000175398	ENSFM00360000109859
ENSG00000125827	ENSFM00500000272435
ENSG00000168461	ENSFM00500000270460
ENSG00000157654	ENSFM00250000005947
ENSG00000170439	ENSFM00250000004491
ENSG00000138175	ENSFM00500000270716
ENSG00000154767	ENSFM00500000271314
ENSG00000135424	ENSFM00400000131750
ENSG00000168454	ENSFM00500000274095
ENSG00000185122	ENSFM00500000270194
ENSG00000157150	ENSFM00500000270215
ENSG00000182621	ENSFM00270000056436
ENSG00000101558	ENSFM00250000001879
ENSG00000107831	ENSFM00500000270249
ENSG00000164600	ENSFM00500000269955
ENSG00000157119	ENSFM00270000056500
ENSG00000148926	ENSFM00500000273495
ENSG00000089693	ENSFM00500000271997
ENSG00000241978	ENSFM00250000005947
ENSG00000204267	ENSFM00520000517790
ENSG00000236490	ENSFM00250000004266
ENSG00000130413	ENSFM00500000271393
ENSG00000163815	ENSFM00500000272608
ENSG00000109471	ENSFM00600000921494
ENSG00000163814	ENSFM00250000005675
ENSG00000111640	ENSFM00600000921118
ENSG00000118690	ENSFM00250000006030
ENSG00000156398	ENSFM00500000269857
ENSG00000112337	ENSFM00500000269927
ENSG00000096006	ENSFM00370000118610
ENSG00000154856	ENSFM00250000006400
ENSG00000087502	ENSFM00500000271379
ENSG00000180347	ENSFM00250000008552
ENSG00000166507	ENSFM00250000001173
ENSG00000188681	ENSFM00620001000387
ENSG00000186907	ENSFM00250000002242
ENSG00000227328	ENSFM00500000278359
ENSG00000172568	ENSFM00250000009969
ENSG00000236557	ENSFM00550000761291
ENSG00000166157	ENSFM00380000124724
ENSG00000108010	ENSFM00500000271454
ENSG00000149150	ENSFM00500000270086
ENSG00000100104	ENSFM00250000007199
ENSG00000188959	ENSFM00250000009604
ENSG00000204823	ENSFM00300000083863
ENSG00000135074	ENSFM00500000269660
ENSG00000065154	ENSFM00500000270057
ENSG00000100109	ENSFM00250000005704
ENSG00000138684	ENSFM00500000275822
ENSG00000050555	ENSFM00570000851049
ENSG00000136810	ENSFM00500000274232
ENSG00000135250	ENSFM00500000269720
ENSG00000112343	ENSFM00500000269629
ENSG00000134265	ENSFM00250000005767
ENSG00000132840	ENSFM00250000004735
ENSG00000244607	ENSFM00250000006272
ENSG00000112981	ENSFM00500000271842
ENSG00000133805	ENSFM00250000001063
ENSG00000154864	ENSFM00250000000782
ENSG00000106052	ENSFM00500000270822
ENSG00000080546	ENSFM00250000001909
ENSG00000181004	ENSFM00250000007554
ENSG00000231500	ENSFM00250000002236
ENSG00000185000	ENSFM00500000270667
ENSG00000055147	ENSFM00250000003066
ENSG00000101333	ENSFM00270000056436
ENSG00000227780	ENSFM00500000273055
ENSG00000206206	ENSFM00250000005597
ENSG00000166272	ENSFM00500000271984
ENSG00000186451	ENSFM00500000287651
ENSG00000112983	ENSFM00250000002539
ENSG00000144730	ENSFM00250000004467
ENSG00000124610	ENSFM00600000925650
ENSG00000198366	ENSFM00250000000259
ENSG00000138685	ENSFM00500000271542
ENSG00000176769	ENSFM00250000001634
ENSG00000196176	ENSFM00500000269649
ENSG00000236396	ENSFM00500000274367
ENSG00000257513	ENSFM00570000851385
ENSG00000164615	ENSFM00250000007633
ENSG00000204193	ENSFM00500000280646
ENSG00000141404	ENSFM00300000079126
ENSG00000249992	ENSFM00250000010835
ENSG00000229544	ENSFM00500000277545
ENSG00000011376	ENSFM00250000002298
ENSG00000132170	ENSFM00250000000390
ENSG00000170917	ENSFM00250000003870
ENSG00000010282	ENSFM00260000051120
ENSG00000148660	ENSFM00250000000111
ENSG00000256715	ENSFM00620001018161
ENSG00000166351	ENSFM00500000270649
ENSG00000134809	ENSFM00500000278032
ENSG00000255112	ENSFM00600000921337
ENSG00000154889	ENSFM00250000003106
ENSG00000170950	ENSFM00250000000826
ENSG00000214872	ENSFM00600000921760
ENSG00000146701	ENSFM00250000002218
ENSG00000091127	ENSFM00250000004287
ENSG00000107902	ENSFM00500000271837
ENSG00000128294	ENSFM00250000002945
ENSG00000145833	ENSFM00540000717927
ENSG00000188992	ENSFM00570000851088
ENSG00000124812	ENSFM00500000273515
ENSG00000156587	ENSFM00500000273444
ENSG00000148795	ENSFM00600000921168
ENSG00000157593	ENSFM00500000271126
ENSG00000189275	ENSFM00250000033684
ENSG00000175470	ENSFM00250000000829
ENSG00000185272	ENSFM00480000262851
ENSG00000235863	ENSFM00500000274438
ENSG00000183137	ENSFM00500000271592
ENSG00000227057	ENSFM00250000005536
ENSG00000100122	ENSFM00500000269837
ENSG00000257599	ENSFM00630001072113
ENSG00000107833	ENSFM00500000274611
ENSG00000166436	ENSFM00500000272036
ENSG00000155304	ENSFM00500000271848
ENSG00000196431	ENSFM00500000269899
ENSG00000214643	ENSFM00500000402225
ENSG00000177684	ENSFM00500000318060
ENSG00000250264	ENSFM00520000517790
ENSG00000214642	ENSFM00500000305750
ENSG00000141401	ENSFM00500000270262
ENSG00000203970	ENSFM00500000353111
ENSG00000145692	ENSFM00250000004735
ENSG00000169184	ENSFM00250000007547
ENSG00000119383	ENSFM00600000921204
ENSG00000106341	ENSFM00250000009464
ENSG00000187950	ENSFM00570000852427
ENSG00000172548	ENSFM00250000001460
ENSG00000149131	ENSFM00260000051123
ENSG00000180957	ENSFM00500000269976
ENSG00000159335	ENSFM00500000298090
ENSG00000140939	ENSFM00500000276600
ENSG00000155307	ENSFM00600000921213
ENSG00000189319	ENSFM00500000271811
ENSG00000124529	ENSFM00500000269649
ENSG00000176171	ENSFM00500000272145
ENSG00000124693	ENSFM00250000000259
ENSG00000146232	ENSFM00250000007050
ENSG00000180872	ENSFM00500000286436
ENSG00000166275	ENSFM00560000771497
ENSG00000165124	ENSFM00570000851259
ENSG00000144791	ENSFM00600000921157
ENSG00000212712	ENSFM00600000930226
ENSG00000181626	ENSFM00570000851034
ENSG00000170860	ENSFM00500000276247
ENSG00000077809	ENSFM00540000717988
ENSG00000008197	ENSFM00250000001076
ENSG00000176194	ENSFM00500000272905
ENSG00000188385	ENSFM00250000001480
ENSG00000135249	ENSFM00250000003702
ENSG00000154678	ENSFM00400000131765
ENSG00000177679	ENSFM00500000276942
ENSG00000176014	ENSFM00250000000193
ENSG00000125869	ENSFM00250000007191
ENSG00000243440	ENSFM00570000852899
ENSG00000100154	ENSFM00500000271821
ENSG00000163666	ENSFM00320000100211
ENSG00000039600	ENSFM00250000008997
ENSG00000137434	ENSFM00560000774908
ENSG00000141385	ENSFM00620000999395
ENSG00000255823	ENSFM00620001021114
ENSG00000131389	ENSFM00500000269604
ENSG00000008196	ENSFM00250000001076
ENSG00000157500	ENSFM00250000003219
ENSG00000184489	ENSFM00250000001523
ENSG00000101349	ENSFM00520000517821
ENSG00000188801	ENSFM00570000851870
ENSG00000204264	ENSFM00320000100083
ENSG00000197816	ENSFM00250000007018
ENSG00000110315	ENSFM00250000006103
ENSG00000180530	ENSFM00250000007898
ENSG00000211456	ENSFM00640001103066
ENSG00000198408	ENSFM00250000002040
ENSG00000256895	ENSFM00620001021105
ENSG00000185055	ENSFM00560000771691
ENSG00000155313	ENSFM00250000001440
ENSG00000132623	ENSFM00250000006656
ENSG00000137259	ENSFM00600000921125
ENSG00000196123	ENSFM00250000003446
ENSG00000214435	ENSFM00250000005887
ENSG00000258311	ENSFM00500000273728
ENSG00000196226	ENSFM00500000269608
ENSG00000133687	ENSFM00500000271652
ENSG00000145375	ENSFM00570000851030
ENSG00000135441	ENSFM00500000273728
ENSG00000183765	ENSFM00450000242177
ENSG00000089692	ENSFM00250000009039
ENSG00000166793	ENSFM00500000270081
ENSG00000126878	ENSFM00500000272490
ENSG00000196532	ENSFM00250000000259
ENSG00000133800	ENSFM00250000008298
ENSG00000146776	ENSFM00600000921292
ENSG00000187837	ENSFM00600000924458
ENSG00000179044	ENSFM00250000001333
ENSG00000151640	ENSFM00250000000643
ENSG00000141391	ENSFM00500000270508
ENSG00000181904	ENSFM00250000007326
ENSG00000203791	ENSFM00500000272591
ENSG00000010704	ENSFM00400000131848
ENSG00000240065	ENSFM00440000236879
ENSG00000010610	ENSFM00250000002266
ENSG00000100599	ENSFM00570000851475
ENSG00000166441	ENSFM00250000001542
ENSG00000134278	ENSFM00250000001244
ENSG00000187658	ENSFM00500000292958
ENSG00000135437	ENSFM00500000269693
ENSG00000106211	ENSFM00500000270924
ENSG00000113621	ENSFM00250000006920
ENSG00000135535	ENSFM00500000273631
ENSG00000113272	ENSFM00250000005558
ENSG00000037749	ENSFM00250000004073
ENSG00000148842	ENSFM00250000000938
ENSG00000138802	ENSFM00560000770997
ENSG00000154743	ENSFM00250000006026
ENSG00000181061	ENSFM00570000859541
ENSG00000170927	ENSFM00570000851359
ENSG00000172409	ENSFM00500000271487
ENSG00000204220	ENSFM00500000273478
ENSG00000178233	ENSFM00250000004041
ENSG00000232560	ENSFM00550000766142
ENSG00000165660	ENSFM00500000271013
ENSG00000152409	ENSFM00250000002246
ENSG00000154639	ENSFM00500000271078
ENSG00000135404	ENSFM00500000271974
ENSG00000132639	ENSFM00250000001228
ENSG00000076685	ENSFM00250000001915
ENSG00000146221	ENSFM00250000008307
ENSG00000170616	ENSFM00500000271051
ENSG00000214597	ENSFM00500000287682
ENSG00000111845	ENSFM00500000271970
ENSG00000144648	ENSFM00250000000182
ENSG00000176473	ENSFM00270000056583
ENSG00000153814	ENSFM00250000005506
ENSG00000051108	ENSFM00600000921311
ENSG00000164574	ENSFM00250000000147
ENSG00000215527	ENSFM00470000254585
ENSG00000156599	ENSFM00500000270072
ENSG00000154640	ENSFM00500000271908
ENSG00000168394	ENSFM00520000517790
ENSG00000152413	ENSFM00250000001140
ENSG00000111843	ENSFM00600000923822
ENSG00000072952	ENSFM00250000005160
ENSG00000125863	ENSFM00250000005877
ENSG00000237441	ENSFM00620000999407
ENSG00000101624	ENSFM00250000008229
ENSG00000239388	ENSFM00260000050535
ENSG00000019995	ENSFM00250000004417
ENSG00000205250	ENSFM00600000921411
ENSG00000164056	ENSFM00250000002344
ENSG00000156502	ENSFM00250000004988
ENSG00000128536	ENSFM00250000009118
ENSG00000124608	ENSFM00250000001208
ENSG00000149346	ENSFM00250000008303
ENSG00000128789	ENSFM00250000004783
ENSG00000102890	ENSFM00250000001494
ENSG00000132570	ENSFM00500000280174
ENSG00000101384	ENSFM00570000851117
ENSG00000120049	ENSFM00410000138464
ENSG00000166444	ENSFM00250000001229
ENSG00000226490	ENSFM00600000926526
ENSG00000131844	ENSFM00450000242169
ENSG00000154642	ENSFM00250000006466
ENSG00000126883	ENSFM00250000003002
ENSG00000185803	ENSFM00250000002271
ENSG00000170027	ENSFM00250000000482
ENSG00000174844	ENSFM00610000952850
ENSG00000146700	ENSFM00570000851007
ENSG00000175354	ENSFM00270000056472
ENSG00000139131	ENSFM00250000003377
ENSG00000171045	ENSFM00260000052226
ENSG00000155858	ENSFM00250000007949
ENSG00000151458	ENSFM00500000271375
ENSG00000188372	ENSFM00500000269933
ENSG00000164329	ENSFM00560000771068
ENSG00000156603	ENSFM00250000004609
ENSG00000154645	ENSFM00250000002787
ENSG00000125899	ENSFM00500000433403
ENSG00000228422	ENSFM00550000768800
ENSG00000132640	ENSFM00250000001257
ENSG00000185250	ENSFM00500000272090
ENSG00000146592	ENSFM00500000271246
ENSG00000137210	ENSFM00570000853312
